HSCode,Description,Unit,Quantity,Imports_Value_Rs_Thousands,Imports_Value_Rs_Billion,Imports_Revenue_Rs_Thousands
85451100,Carbon electrodes for furnaces   .,Kg,80,41.475211,0.000041,7.736
85451900,Carbon electrodes (excl for furnaces)   .,Kg,2,0.16998,0,0.075
85452000,Carbon brushes,Kg,1646.08,1583.570924,0.001584,296.01
85459000,"Articles of graphite or other carbon, nes,  for electrical purposes",Kg,13730,953.61396,0.000954,178.063
85461000,Glass electrical insulaters,Kg,1683,183.315214,0.000183,55.037
85462000,Ceramic electrical insulators,Kg,93661.260002,9931.958316,0.009932,1217.464
85469000,Electrical insulators (excl of glass or c e amics),Kg,33952.939882,19556.930291,0.019557,6232.512
85472000,Insulating fittings of plastics for electr  cal machines.,Kg,97,27.31703,0.000027,8.189
85479000,"Insulating fittings, nes, for electrical m  chines; conduit tubing",Kg,18804.759997,49790.76555,0.049791,1306.201
85480000,"Electrical parts of machinery or apparatus, not specified or included elsewhere in th",Kg,4686.59,6749.322281,0.006749,1436.909
85491100,Waste and scrap of lead-acid accumulators; spent lead-acid accumulators,Kg,152696,25564.17825,0.025564,0.26
85499900,Other Electrical and electronic waste and scrap,Kg,4,55.02723,0.000055,16.483
86080000,Railway/tramway track fixtures/fittings; m  chanical signalling.,PCS,24,4912.031977,0.004912,1471.29
86090000,Containers specially designed for transpor   by one or more methods,PCS,1,308.105281,0.000308,92.343
87011010,"Power tiller, mini tiller",PCS,2242,77676.51975,0.077677,1062.638
87012190,Road tractors (diesel or semi-diesel) internal combustion piston engine more than18KW,PCS,12,12242.95325,0.012243,2283.445
87012990,Road tractor others More than 18 KW,PCS,18,15149.868313,0.01515,2825.791
87019100,Other tractors of an engine power Not exceeding 18 kW,PCS,2,1012.348187,0.001012,188.87
87019200,Other tractors of an engine power Exceeding 18 kW but not exceeding 37 kW,PCS,143,134622.207687,0.134622,25108.599
87019300,Other tractors of an engine power Exceeding 37 kW but not exceeding 75 kW,PCS,86,103600.62075,0.103601,19322.461
87021010,Passenger Motor Vehicle (Above 25 seats),PCS,50,153821.568,0.153822,104796.052
87024010,Passenger Motor Vehicle (with a capacity more than 25 seats),PCS,17,159034.604,0.159035,27417.689
87024020,Passenger Motor Vehicle (11 to 25 seats),PCS,170,576159.89475,0.57616,176296.72
87032111,Auto Rikshaw (3 wheeler) of unassembled condition having capacity <=1000 CC,PCS,279,62822.97575,0.062823,52784.418
87032191,Other vehicles of unassembled condition having capacity <=1000CC,PCS,2,10762.08,0.010762,0.13
87032199,Other vehicles having capacity <=1000CC,PCS,21,24183.960625,0.024184,62391.516
87032210,Other vehicle unassembled condition (Petrol engine) capacity >1000CC to <=1500CC,PCS,87,156260.429375,0.15626,255514.259
87032290,Other vehicle (Petrol engine) capacity >1000CC to <=1500CC,PCS,109,131995.146812,0.131995,354135.191
87033219,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,2,5328.381,0.005328,15534.766
87033229,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,45,64142.583,0.064143,208532.628
87033390,Other vehicle (Diesel engine) capacity >2500CC,PCS,9,55878.595,0.055879,200418.674
87034090,Other vehicle (Petrol-Electric hybrid) plugin ABOVE 2000CC,PCS,17,76082.44125,0.076082,188963.107
87036090,Other vehicle (Petrol-Electric hybrid) plugin UPTO 2000 CC,PCS,6,53265.56675,0.053266,102356.966
87038011,Unassembled Electric three wheelers vehicles,PCS,1171,122594.5105,0.122595,46060.906
87038019,Electric three wheelers vehicles,PCS,717,105205.576906,0.105206,36937.674
87038099,Other electric vehicle,PCS,689,1615497.30175,1.615497,1061684.035
87041000,Dumpers for off-highway use,PCS,2,14525.469,0.014525,1784.519
87042110,"Goods Vehicle, double pick-up cab capacity of  > 2 persons incl. driver >2000CC",PCS,132,171283.187563,0.171283,302534.882
87042120,Goods vehicle Singal-cab Vehicle 2 seater  including Driver UP TO 2000cc,PCS,124,121970.435062,0.12197,173669.407
87042290,"Others, g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes",PCS,93,221208.313,0.221208,154118.354
87042390,Others g.v.w. exceeding 20 tonnes,PCS,47,197757.16325,0.197757,137777.968
87043130,Deliver Van g.v.w. not exceeding 5 tonnes petrol engine above 2000 CC,PCS,7,4487.5645,0.004488,4939.396
87044390,"Others, g.v.w. exceeding 20 tonnes hybrid engine",PCS,8,38767.8365,0.038768,27009.627
87046020,Electric three wheelers with only electric motor for propulsion,PCS,312,45892.04425,0.045892,16104.062
87046031,Single Cab 4 Wheeler Pickup Vehicle used mainly for transport with 2 persons seat,PCS,52,76147.699,0.076148,30351.881
87046032,Double Cab 4 Wheeler Pickup Vehicle used mainly for transport for more than 2 persons,PCS,9,46729.136,0.046729,24714.919
87046041,"Lorry, Truck, Tipper, dumper and other transportation vehicles",PCS,5,74496.752,0.074497,29693.498
87046042,Container attached trucks,PCS,12,16827.678,0.016828,6707.424
87054000,Concrete-mixer lorries,PCS,31,174683.631,0.174684,39179.95
87059010,Road cleaning broomers,PCS,1,9887.208,0.009887,1844.031
87060080,Chasis of Passenger Motor Vehicle (> 25 seats) & Trucks fitted with engine,PCS,98,283347.38725,0.283347,142101.661
87079000,"Bodies (incl cabs) for the motor vehicles , (excl 8703)",PCS,8,8376.621175,0.008377,3053.34
87081000,Bumpers and parts thereof   .,PCS,4057,13378.54644,0.013379,4830.501
87082100,Safety seat belts   .,PCS,321,1191.790796,0.001192,421.712
87082200,"Front windscreens(windshields), rear windows&other windows specified in Subheading No",PCS,563,2634.950404,0.002635,947.809
87082900,"Parts and accessories of bodies (incl cab s , (excl safety seat belt)",PCS,17444,24916.767501,0.024917,8899.236
87083000,Brakes and servobrakes; parts thereof   .,PCS,49369,50004.258907,0.050004,17893.3
87084000,Gear boxes and parts thereof  . .,PCS,7918,18778.442001,0.018778,6695.677
87085000,"Driveaxles with diff, whether or not prov i ed with other transmission component",PCS,10930,22731.88942,0.022732,8134.537
87087000,Road wheels and parts and accessories ther  of,PCS,4099,4435.780316,0.004436,1587.882
87088000,Suspension systems and parts thereof (incl  ding shockabsorbers).,PCS,8755,19029.163498,0.019029,7023.356
87089100,Radiators and parts thereof   .,PCS,3259,11792.893913,0.011793,4200.167
87089200,Silencers (mufflers) and exhaust pipes; pa  ts thereof,PCS,456,1053.16256,0.001053,375.485
87089300,Clutches and parts thereof   .,PCS,14753,53015.300472,0.053015,18902.447
87089400,"Steering wheels, steering columns and stee  ing boxes; parts thereof.",PCS,3995,10893.588188,0.010894,3904.692
87089500,Safety airbags with inflater system; parts  thereof,PCS,128,1836.649432,0.001837,652.517
87089900,Other parts & accessories of motor vehicle   of 8701 to 8705 nes.,PCS,802336,402404.99281,0.402405,144993.025
87091100,"Electrical vehicles, not fitted with lifting or handling equipment",PCS,2,533.111813,0.000533,189.789
87099000,Parts of works trucks of 8709   .,PCS,11,302.778695,0.000303,90.815
87112011,Unassembled Motorcycles with piston engine of capacity exceeding 50 not exceeding 125CC,PCS,11019,1223629.483969,1.223629,1120269.724
87112012,Unassembled Motorcycles with piston engine of capacity exceedubg 125 not exced 200 CC,PCS,5047,788809.76425,0.78881,715045.653
87112019,Unassembled Motorcycles with piston engine of capacity exceeding 200 <=  250CC,PCS,1640,307200.8215,0.307201,312819.918
87112091,Motorcycles with piston engine of capacity exceeding 50 not exceeding 125cc,PCS,573,66660.576516,0.066661,75914.105
87112092,Motorcycles with piston engine of capacity exceeding 125CC  not exceeding 200 CC,PCS,1862,318335.474156,0.318335,420992.998
87112099,Motorcycles with piston engine of capacity exceeding 200 not exceeding 250cc,PCS,3,626.258125,0.000626,906.787
87113011,Unassembled Motorcycles with piston enginee exceeding 251CC not exceed 400CC,PCS,2421,535055.962125,0.535056,541431.829
87113019,Motorcycles with piston enginee exceeding 251CC not exceed 400CC,PCS,3,1265.626,0.001266,2921.096
87113091,Unassembled Motorcycles with reciprocating piston enginee of capacity 401CC-500cc,PCS,61,21528.851875,0.021529,23696.377
87113099,Motorcycles with reciprocating piston enginee of capacity 401CC-500cc,PCS,2,461.926,0.000462,1398.465
87115000,Motorcycle with piston engine exceeding 800 CC,PCS,1,602.88,0.000603,2094.888
87116010,Cycle with electric motor for propulsion,PCS,3,174.848598,0.000175,42.557
87116020,Motorcycle - elctric Motor,PCS,20,789.219172,0.000789,442.378
87116090,Others (except cycle) motorcycle & scooter with electric motor for propulsion,PCS,5154,744823.610242,0.744824,261953.407
87120010,Bicycles&cycles(including tricycles)Of a kind used by people with physical impairment,PCS,13,33.54718,0.000034,6.856
87120090,Other Bicycle & cycle (including trycycle) not motorized,PCS,52712,232598.418695,0.232598,43389.862
87131000,Carriages for disabled persons not mechanically propelled,PCS,2200,14907.958639,0.014908,0.845
87139010,Electric wheel chair,PCS,322,3567.908055,0.003568,0.13
87139090,"Other Carriages for disabled persons,not motorised or othwise mechanically propelled",PCS,18,176.632775,0.000177,10.015
87141000,Of motorcycles (including mopeds) . .,PCS,1778421,374561.315571,0.374561,132305.816
87142000,Parts and accessories of carriages for dis  bled persons.,PCS,701,54.908638,0.000055,2.751
87149100,Frames and front forks of cycles and parts  thereof,PCS,9568,1405.514764,0.001406,262.342
87149200,Wheel rims and spokes of cycles   .,PCS,1359,341.987806,0.000342,63.874
87149300,"Hubs, not coaster braking hubs and free -wh el sproket-wheels",PCS,21028,821.429081,0.000821,153.485
87149400,"Brakes, coaster braking hubs and hub brake   and parts thereof of cycles.",PCS,39122,2829.529411,0.00283,528.101
87149500,Saddles ofcycles  . .,PCS,12520,1306.850639,0.001307,243.957
87149600,Pedals and crank-gear and parts thereof of  cycles,PCS,9375,850.996204,0.000851,158.941
87149910,"Parts & assessories of bicycles & rickshaw  , nes",PCS,487089,15350.829756,0.015351,2864.433
87149990,"Other parts of vehicles, nes  . .",PCS,10109,1453.961007,0.001454,437.381
87150010,Stroller,PCS,455,539.745733,0.00054,262.125
87150020,Other vehicle for children,PCS,192,104.049823,0.000104,19.473
87161000,"Trailers and semi-trailers of the caravan   ype, for housing or camping",PCS,90,148.32756,0.000148,44.436
87162000,Self-loading/unloading trailers and semi-t  ailers for agriculture purposes,PCS,31,186.856828,0.000187,56.031
87163900,"Trailers and semi-trailers for the transpo  t of goods, nes",PCS,2,6.50838,0.000007,2.252
87164000,"Trailers and semi-trailers, nes   .",PCS,1123,4037.48227,0.004037,8.502
87168000,"Vehicles, not mechanically propelled, nes   .",PCS,8602,1183927.254772,1.183927,1626.854
87169010,Wheels of woods for carts   .,PCS,601,515.566185,0.000516,96.155
87169090,"Parts of trailers & semi-trailers, other v  hicles,not mechanically propelled",PCS,8628,8749.242966,0.008749,2415.544
88010000,"Balloons and dirigibles; gliders, hang gli  ers and other nonpowered aircraft",PCS,267,165.480897,0.000165,40.18
88024000,"Aeroplanes and other aircraft, of an unlad  n weight >15000kg",PCS,1,1290525.184,1.290525,182351.28
88040000,Parachutes (incl dirigible parachutes and   aragliders) and rotochutes; parts the,PCS,449,13233.354682,0.013233,1873.716
88051000,"Aircraft launching gear, deck-arrestors or  similar gear and parts thereof",PCS,2,28162.791,0.028163,3979.534
88062100,Unmanned aircraft-remote controlled flight With max take-off weight not more than250g,PCS,407,34416.595571,0.034417,12216.345
88062900,Other Unmanned aircraft-remote controlled flight,PCS,504,404.1235,0.000404,143.869
88069200,Other unmanned aircraft With maximum take-off weight > 250g to < 7 kg,PCS,1,88.0825,0.000088,31.423
88069300,other unmanned aircraft With maximum take-off weight > 7 kg to < 25 kg,PCS,2,1860.194,0.00186,662.361
88071000,Propellers and rotors and parts thereof,PCS,9,20321.91259,0.020322,2891.477
88072000,Under-carriages and parts,PCS,4,2843.879049,0.002844,691.13
88073010,"Other parts of airplanes, helicopters or unmanned",PCS,782,271960.811781,0.271961,38322.129
88073090,"Other parts of airplanes, helicopters or unmanned",PCS,5,7.82899,0.000008,1.903
88079000,"Other parts of goods of heading 88.01, 88.02 or 88.06",PCS,127,138.33535,0.000138,33.923
89079000,"Floating structures (eg tanks, coffer-dams   landing-stages, buoys and beacons),",PCS,40,2211.37375,0.002211,537.365
90011000,"Optical fibres, optical fibre bundles and   ables (excl those of 8444)",Kg,10.54,1598.182737,0.001598,298.23
90013010,Intraocular contact lenses   .,PCS,11119,9913.605835,0.009914,4426.247
90013090,Other contact lenses  . .,PCS,2480,1216.495122,0.001216,244.27
90014000,Spectacle lenses of glass   .,PCS,8896,461.515043,0.000462,89.064
90015000,Spectacle lenses of other materials (excl   f glass).,PCS,95836,15241.856889,0.015242,2846.491
90019000,"Prisms, mirrors and other optical elements   unmounted, nes.",PCS,2399,1092.603162,0.001093,207.088
90021100,"Mounted objective lenses, of any material,  for cameras, projectors, etc.",PCS,149,898.543392,0.000899,170.25
90021900,"Mounted objective lenses, of any material,  nes",PCS,106,1307.667282,0.001308,243.91
90022000,"Mounted filters, of any material  . .",PCS,41,40.16258,0.00004,7.497
90029000,"Mounted lenses, prisms, mirrors, etc, of a  y material, nes",PCS,101,482.012594,0.000482,90.167
90031100,"Frames and mountings for spectacles, goggl  s or the like, of plastics",PCS,151804,24036.678604,0.024037,5954.144
90031900,"Frames and mountings for spectacles, goggl  s or the like, of other materials",PCS,43461,6481.318778,0.006481,1575.189
90039000,"Parts of frames and mountings for spectacl  s, goggles or the like",PCS,8382,308.71205,0.000309,84.045
90041000,Sunglasses   .,PCS,90773,24544.37482,0.024544,7578.645
90049000,"Spectacles, goggles and the like (excl su n lasses)",PCS,102146,4657.68339,0.004658,1447.175
90051000,Binoculars   .,PCS,7,30.86561,0.000031,9.315
90058000,Instruments (excl binoculars) such as opt i al telescopes,PCS,12,13.85308,0.000014,7.121
90059000,"Parts and accessories (incl mountings) of   inoculars, etc",PCS,9,1.04896,0.000001,1.401
90064000,Instant print cameras   .,PCS,1,20.386211,0.00002,3.868
90065300,Other cameras For roll film of a width of 35 mm.,PCS,3,19.992131,0.00002,3.795
90065900,"Cameras,nes (not cine-)   .",PCS,263,670.62416,0.000671,125.346
90066100,Discharge lamp (electronic) flashlight app  ratus,PCS,3,89.371051,0.000089,16.669
90066900,"Photographic flashlight apparatus, nes   .",PCS,193,103.11965,0.000103,19.243
90069100,Parts and accessories for cameras (not cin  -),PCS,2736,1620.868446,0.001621,302.869
90069900,Parts and accessories for photographic fla  hlight apparatus.,PCS,382,343.980483,0.000344,64.113
90071000,Cinematographic Cameras incorporating sound recording or reproducing apparatus,PCS,140,354.350681,0.000354,66.157
90072000,Cinematographic projectors incorporating sound recording or reproducing apparatus,PCS,157,192.021269,0.000192,13.659
90079100,Parts and accessories for cinematographic   ameras,PCS,12,503.821369,0.000504,4.126
90079200,Parts and accessories for cinematographic   rojectors,PCS,200,446.297525,0.000446,83.374
90089000,"Parts and accessories of image projectors,  photo enlargers/reducers.",PCS,5,3.97668,0.000004,0.745
